Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag OLD,Abs Mag OLD,Photometry/Distance Note,General Note,Best mag_g,Best mag_r,Best mag_z,New Abs Mag,g_new - g_old,NED RI Distance,NED RI stdev ,NED Name,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Spectrum Filename,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,HI_OC Offset,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,check,StarSub Spectrum Name,Spectrum Quality,SpecQual Note,EXP Time,,,Choice,modelMag_g,modelMag_r,modelMag_z,petroMag_g,petroRad_g,petroMag_r,petroRad_r,petroMag_z,petroRad_z,B_modelMag_g,B_modeMag_r,B_modelMag_z,B_petroMag_g,B_petroMag_r,B_petroMag_z,modg diff,modr diff,modz diff,petg diff,petr diff,petz diff,E(B-V),(PC - MC) g,(PC - MC) r,(PC - MC) z,Spectra Obtained,S/N ok?,ssub ok?,"AGN candidate? (1=yes, 2=maybe)"
114843.99+140310.4,177.18333,14.05291,3187,0.01063,50.3221,15.266368,-18.24242578,-,,15.286002,14.72533,14.317013,-18.22279178,0.019634,,,CGCG 068-074,SDSS,177.18333,14.052907,0.0106266997754574,1762,256,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-256.fit,496188325716033536.fit,496188325716033536,n,177.1825,14.05638889,177.1833333,14.05277778,13.32175787,3206,068-074,114843.8+140323,114844.0+140310,225(  8),1.66(0.08),10.9,2.01,48.3,8.96,"4M2010 N2 49, 50","4M2010 N2 49, 50",,,,,,t496188325716033536_ssub.fits,B+,,2800,,,PC,15.377518,14.725689,14.161258,15.286002,18.226288,14.72533,16.779413,14.317013,14.47865,,,,,,,,,,,,,0.049,-0.09,0.00,0.16,"114844+140310.fits, 114844+140310comb.fits",1,0,2
113536.39+155830.1,173.90164,15.975044,5250.192517,0.017512901,79.0045,16.246769,-18.24149014,-,,16.266829,15.885921,15.545445,-18.22143014,0.02006,,,,SDSS,173.90164,15.975044,0.0175129007548094,2503,86,http://das.sdss.org/spectro/1d_26/2503/1d/spSpec-53856-2503-086.fit,704763176826175488.fit,704763176826175488,n,173.9033333,15.97611111,173.9016667,15.975,7.019473174,5267,MK 636,113536.8+155834,113536.4+155830,90(  6),1.03(0.05),11.3,2.13,77.4,9.16,,,,,,,,t704763176826175488_ssub.fits,,,,,,PC,16.033609,15.717816,15.400404,16.266829,4.207407,15.885921,4.994256,15.545445,5.409008,,,,,,,,,,,,,,0.23,0.17,0.15,,1,1,0
101428.57+155410.5,153.61906,15.90293,3067,0.01023,47.8433,15.180063,-18.21904264,-,,15.180063,14.830199,14.652293,-18.21904264,0,,,UGC 05526,SDSS,153.61906,15.902928,0.0103548998013139,2587,43,http://das.sdss.org/spectro/1d_26/2587/1d/spSpec-54138-2587-043.fit,728408285870292992.fit,728408285870292992,n,153.62375,15.90138889,153.61875,15.9025,17.76729754,3035,093-078,101429.7+155405,101428.5+155409,165(  2),4.51(0.07),35.5,2.21,46.1,9.35,,,,,,,,t728408285870292992_ssub.fits,,,,,,PC,15.236924,14.804041,14.499928,15.180063,17.84845,14.830199,16.822039,14.652293,14.512709,,,,,,,,,,,,,,-0.06,0.03,0.15,,1,1,0
100303.46+104445.4,150.76442,10.74595,3001,0.01001,46.5457,15.150373,-18.18902483,-,,15.156605,14.665751,14.610572,-18.18279283,0.006232,,,UGC 05409,SDSS,150.76442,10.745951,0.0101324999704957,1308,439,http://das.sdss.org/spectro/1d_26/1308/1d/spSpec-53053-1308-439.fit,368397132278792192.fit,368397132278792192,n,150.76125,10.74972222,150.7645833,10.74555556,19.07858087,3007,064-044,100302.7+104459,100303.5+104444,210(  3),5.98(0.09),37.7,2.44,45.8,9.47,,,,,,,,t368397132278792192_ssub.fits,,,,,,PC,15.163203,14.637998,14.354546,15.156605,22.366421,14.665751,22.15167,14.610572,17.461973,,,,,,,,,,,,,,-0.01,0.03,0.26,,1,1,0
094408.53+111514.8,146.03555,11.25413,5179,0.017274,75.7807,16.278181,-18.11961206,-,,16.262238,15.475804,14.79497,-18.13555506,-0.015943,,,2MASX J09440856+1115144,SDSS,146.03555,11.254132,0.0172882992774248,1742,144,http://das.sdss.org/spectro/1d_26/1742/1d/spSpec-53053-1742-144.fit,490557270933897216.fit,490557270933897216,n,,,,,,,,,,,,,,,,,,,,,,,t490557270933897216_ssub.fits,B+,,2600,,,PC,16.193762,15.373039,14.583351,16.262238,7.243006,15.475804,6.947366,14.79497,6.443375,,,,,,,,,,,,,,0.07,0.10,0.21,,1,1,2
132852.20+110549.1,202.21754,11.097,4273,0.014252,67.4218,16.025192,-18.11880971,-,,16.008993,15.657509,15.546395,-18.13500871,-0.016199,,,SDSS J132852.21+110549.2,SDSS,202.21755,11.097004,0.0143226003274322,1699,258,http://das.sdss.org/spectro/1d_26/1699/1d/spSpec-53148-1699-258.fit,478454255435382784.fit,478454255435382784,n,,,,,,,,,,,,,,,,,,,,,,,t478454255435382784_ssub.fits,,,,,,PC,15.96476,15.628935,15.397723,16.008993,11.299277,15.657509,12.063591,15.546395,10.584081,,,,,,,,,,,,,,0.04,0.03,0.15,,1,1,0
100551.19+125740.6,151.4633,12.9613,2789,0.009303,43.2934,15.049032,-18.13307647,-,,15.060677,14.335244,13.718405,-18.12143147,0.011645,,,CGCG 064-055,SDSS,151.4633,12.961302,0.00934167020022869,1744,583,http://das.sdss.org/spectro/1d_26/1744/1d/spSpec-53055-1744-583.fit,491120231318552576.fit,491120231318552576,n,,,,,,,,,,,,,,,,,,,,,,,t491120231318552576_ssub.fits,,,,,,PC,14.992032,14.242599,13.572441,15.060677,11.472829,14.335244,11.038658,13.718405,10.600854,,,,,,,,,,,,,,0.07,0.09,0.15,,1,1,1
102138.24+123434.0,155.40937,12.576123,2911.080926,0.0097104,45.0705,15.195902,-18.07355988,-,,15.179004,14.7472,14.647241,-18.09045788,-0.016898,,,,SDSS,155.40937,12.576123,0.00971040036529303,1746,189,http://das.sdss.org/spectro/1d_26/1746/1d/spSpec-53062-1746-189.fit,491683209684189184.fit,491683209684189184,n,155.4095833,12.57888889,155.4091667,12.57611111,10.10659718,2909,065-007,102138.3+123444,102138.2+123434,134(  2),4.89(0.07),36.6,2.26,44.3,9.35,,,,,,,,t491683209684189184_ssub.fits,,,,,,PC,15.252126,14.745835,14.368836,15.179004,23.618975,14.7472,21.80097,14.647241,17.784925,,,,,,,,,,,,,,-0.07,0.00,0.28,,0,1,0
095027.39+124555.7,147.61414,12.7655,1415,0.00472,23.6287,13.839424,-18.02777514,-,,13.826613,13.478601,13.457027,-18.04058614,-0.012811,,,NGC 3024,SDSS,147.61414,12.765495,0.00474990019574761,1743,380,http://das.sdss.org/spectro/1d_26/1743/1d/spSpec-53054-1743-380.fit,490838751195430912.fit,490838751195430912,n,147.6025,12.775,147.6133333,12.76527778,51.68835366,1419,N3024,095024.6+124630,095027.2+124555,245(  3),31.52(0.09),203.9,2.21,22.8,9.59,,,,,,,,t490838751195430912_ssub.fits,,,,,,PC,13.956039,13.544906,13.219189,13.826613,31.105951,13.478601,31.512806,13.457027,23.499733,,,,,,,,,,,,,,-0.13,-0.07,0.24,,1,1,0
112217.91+124321.1,170.57465,12.72253,4196,0.013996,64.1109,16.032125,-18.00253437,-,,16.046667,15.539636,15.463734,-17.98799237,0.014542,,,IC 2762,SDSS,170.57465,12.722532,0.0139677999541163,1605,573,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-573.fit,451995239578599424.fit,451995239578599424,n,170.57125,12.72416667,170.5741667,12.72277778,11.39745485,4169,I2762,112217.1+124327,112217.8+124322,192(  9),2.15(0.08),15.2,2.28,62,9.29,,,,,,,,t451995239578599424_ssub.fits,,,,,,PC,15.946196,15.443662,15.062249,16.046667,15.566112,15.539636,15.030944,15.463734,12.693598,,,,,,,,,,,,,,0.10,0.10,0.40,,1,0,2
094223.36+143748.2,145.59735,14.63006,3879.282543,0.01294,57.9358,15.865754,-17.94898104,-,,15.865754,15.634865,15.576139,-17.94898104,0,,,,SDSS,145.59735,14.63006,0.0129399998113513,2582,345,http://das.sdss.org/spectro/1d_26/2582/1d/spSpec-54139-2582-345.fit,727000916548386816.fit,727000916548386816,n,145.5958333,14.62777778,145.5966667,14.63027778,9.456528105,3877,092-032,094223.0+143740,094223.2+143749,143(  6),1.92(0.06),19.3,1.86,58.1,9.18,,,,,,,,t727000916548386816_ssub.fits,,,,,,PC,15.870713,15.554693,15.420435,15.865754,12.405359,15.634865,13.334372,15.576139,12.239834,,,,,,,,,,,,,,0.00,0.08,0.16,,1,1,0
103723.35+120923.6,159.34733,12.15656,2857,0.00953,46.0099,15.393715,-17.92054145,-,,15.382827,14.949958,14.599367,-17.93142945,-0.010888,,,CGCG 065-072,SDSS,159.34733,12.15656,0.00986137986183167,1600,416,http://das.sdss.org/spectro/1d_26/1600/1d/spSpec-53090-1600-416.fit,450587984295624704.fit,450587984295624704,n,159.3491667,12.1625,159.3470833,12.15638889,23.18953221,2857,065-072,103723.8+120945,103723.3+120923,176(  5),1.09(0.08),8.3,2.19,43.5,8.69,,,,,,,,t450587984295624704_ssub.fits,,,,,,PC,15.374154,14.966827,14.624421,15.382827,12.35108,14.949958,12.913008,14.599367,13.158391,,,,,,,,,,,,,,0.01,-0.02,-0.03,,1,1,0
110703.35+120336.2,166.76396,12.06006,1550,0.005171,27.578,14.379524,-17.82328984,-,,14.352331,13.804458,13.474118,-17.85048284,-0.027193,,,UGC 06169,SDSS,166.76397,12.060043,0.0051435399800539,1603,625,http://das.sdss.org/spectro/1d_26/1603/1d/spSpec-53119-1603-625.fit,451432534656417792.fit,451432534656417792,n,166.7654167,12.06138889,166.7641667,12.05944444,8.26837007,1551,066-115,110703.7+120341,110703.4+120334,241(  2),11.46(0.09),76.9,2.14,17.5,8.92,,,,,,,,t451432534656417792_ssub.fits,,,,,,PC,14.381623,13.770747,13.211341,14.352331,25.78043,13.804458,23.924944,13.474118,20.05518,,,,,,,,,,,,,,-0.03,0.03,0.26,,1,1,0
102553.08+142147.3,156.47119,14.363159,1388.015654,0.00462996,24.1084,14.047034,-17.86380794,-,,14.065222,13.592591,13.627674,-17.84561994,0.018188,,,,SDSS,156.47119,14.363159,0.00462995981797576,1747,325,http://das.sdss.org/spectro/1d_26/1747/1d/spSpec-53075-1747-325.fit,491964741065900032.fit,491964741065900032,n,156.4708333,14.36361111,156.4708333,14.36333333,1,1368,094-048,102553.0+142149,102553.0+142148,221(  2),11.20(0.08),74.5,2.26,22.4,9.12,,,,,,,,t491964741065900032_ssub.fits,,,,,,PC,14.070349,13.559343,13.145329,14.065222,32.085758,13.592591,33.361561,13.627674,25.200235,,,,,,,,,,,,,,-0.01,0.03,0.48,,1,1,0
114522.27+142159.7,176.34281,14.36659,3360,0.011208,52.9237,15.79382,-17.82443099,-,,15.772806,15.24023,14.859941,-17.84544499,-0.021014,,,CGCG 097-132,SDSS,176.34281,14.366585,0.011213400401175,1762,318,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-318.fit,496188325976080384.fit,496188325976080384,n,176.3525,14.37833333,176.3420833,14.36666667,55.53020038,3342,097-132,114524.6+142242,114522.1+142200,130( 25),0.95(0.05),10.8,1.66,50.3,8.75,"4M2010 N2 41, 42","4M2010 N2 41, 42",,,,,,t496188325976080384_ssub.fits,B+,,2800,,,PC,15.762626,15.204068,14.738613,15.772806,20.854418,15.24023,20.471922,14.859941,18.123405,,,,,,,,,,,,,0.049,0.01,0.04,0.12,114522+142159.fits,0,0,0
114930.72+124037.5,177.378,12.677094,4002.376487,0.0133506,61.9764,16.158092,-17.80303973,-,,16.163443,15.786324,15.348983,-17.79768873,0.005351,,,,SDSS,177.378,12.677094,0.0133506003767252,1609,464,http://das.sdss.org/spectro/1d_26/1609/1d/spSpec-53142-1609-464.fit,453121482625646592.fit,453121482625646592,n,,,,,,,,,,,,,,,,,,,,,,,t453121482625646592_ssub.fits,,,,,,PC,16.182508,15.826116,15.470549,16.163443,9.365621,15.786324,9.464479,15.348983,10.972814,,,,,,,,,,,,,,-0.02,-0.04,-0.12,,1,1,0
095830.55+101058.7,149.62733,10.183,5243,0.01749,76.9683,16.64995,-17.781609,-,,16.64995,16.12557,15.704187,-17.78160947,0,,,LSBC D709-06,SDSS,149.62732,10.182997,0.0175129994750023,1307,237,http://das.sdss.org/spectro/1d_26/1307/1d/spSpec-52999-1307-237.fit,368115424526598144.fit,368115424526598144,n,,,,,,,,,,,,,,,,"4M2010 N1 37, 38","4M2010 N1 37, 38",,,,,,t368115424526598144_ssub.fits,,,,,,PC,16.627419,16.105219,15.650118,16.64995,15.088724,16.12557,15.285055,15.704187,15.001307,,,,,,,,,,,,,0.038,0.02,0.02,0.05,"095831+101059a.fits, 095831+101059b.fits",0,1,2
095611.97+154203.1,149.0499,15.700877,4735.062963,0.015794599,69.9553,16.455994,-17.76810912,-,,16.455994,16.231964,16.051147,-17.76810912,0,,,,SDSS,149.0499,15.700877,0.0157945994287729,2583,69,http://das.sdss.org/spectro/1d_26/2583/1d/spSpec-54095-2583-069.fit,727282201388908544.fit,727282201388908544,n,149.0495833,15.70416667,149.0495833,15.70083333,12,4740,,095611.9+154215,095611.9+154203,179(  9),1.78(0.07),14.1,2.11,70.2,9.31,,,,,,,,t727282201388908544_ssub.fits,,,,,,PC,16.479403,16.224571,16.006893,16.455994,10.419107,16.231964,9.832485,16.051147,9.3996,,,,,,,,,,,,,,-0.02,0.01,0.04,,1,1,0
095700.36+153320.3,149.2515,15.555658,4337.541607,0.0144686,64.5411,16.302565,-17.74661681,-,,16.302565,15.713033,15.210175,-17.74661681,0,,,,SDSS,149.2515,15.555658,0.0144686000421643,2584,401,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-401.fit,727563926866231296.fit,727563926866231296,n,,,,,,,,,,,,,,,,,,,,,,,t727563926866231296_ssub.fits,,,,,,PC,16.157946,15.611659,15.113962,16.302565,3.681241,15.713033,4.140729,15.210175,4.148845,,,,,,,,,,,,,,0.14,0.10,0.10,,1,1,0
113955.50+132802.0,174.98127,13.46723,3552,0.011848,55.4665,15.995206,-17.724948,-,,15.995206,15.571656,15.203176,-17.72494781,0,,,UGC 06627,SDSS,174.98127,13.467234,0.0120075000450015,1755,1,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-001.fit,494217875255459840.fit,494217875255459840,n,174.9866667,13.47083333,174.98125,13.46722222,22.99175654,3547,068-019,113956.8+132815,113955.5+132802,191(  8),1.64(0.07),12.2,2.17,53.2,9.04,"4M2010 N2 38, 39","4M2010 N2 38, 39",,,,,,t494217875255459840_ssub.fits,,,,,,PC,15.897422,15.410563,14.961415,15.995206,24.202002,15.571656,43.765965,15.203176,21.968693,,,,,,,,,,,,,0.035,0.10,0.16,0.24,113955+132802.fits,0,1,0
104248.45+132735.3,160.70188,13.45983,1216,0.004056,20.9235,13.954785,-17.64838667,-,,13.956273,13.59994,13.569699,-17.64689867,0.001488,,,UGC 05832,SDSS,160.70187,13.459836,0.00401426013559103,1748,628,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-628.fit,492246376227274752.fit,492246376227274752,n,160.70625,13.46111111,160.7025,13.45972222,14.04902381,1217,065-089,104249.5+132740,104248.6+132735,102(  5),6.24(0.07),67.6,2.03,17.5,8.65,,,,,,,,t492246376227274752_ssub.fits,,,,,,PC,13.966327,13.644357,13.488564,13.956273,29.587307,13.59994,30.320089,13.569699,28.717232,,,,,,,,,,,,,,-0.01,-0.04,0.08,,1,1,0
113656.86+153144.2,174.23694,15.52897,3960,0.01321,60.6547,16.385094,-17.5292283,-,,16.370741,16.136543,15.841836,-17.5435813,-0.014353,,,SDSS J113656.86+153144.2,SDSS,174.23694,15.528971,0.0131588997319341,1755,416,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-416.fit,494217876996096000.fit,494217876996096000,n,,,,,,,,,,,,,,,,,,,,,,,t494217876996096000_ssub.fits,,,,,,PC,16.059341,15.830947,15.644025,16.370741,8.993503,16.136543,10.169376,15.841836,12.541181,,,,,,,,,,,,,,0.31,0.31,0.20,,1,1,0
131217.45+125206.0,198.07272,12.86835,3392,0.011314,54.1374,16.153334,-17.51415297,-,,16.136917,15.808236,15.560124,-17.53056997,-0.016417,,,SDSS J131217.41+125206.5,SDSS,198.07254,12.868475,0.0113032003864646,1697,420,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-420.fit,477891280391634944.fit,477891280391634944,n,198.0704167,12.865,198.0725,12.86833333,14.05207087,3369,,131216.9+125154,131217.4+125206,50( 12),1.18(0.06),9.9,2.12,50.5,8.85,,,,,,,,t477891280391634944_ssub.fits,,,,,,PC,16.154751,15.822666,15.560663,16.136917,10.503716,15.808236,10.857105,15.560124,11.1035,,,,,,,,,,,,,,-0.02,-0.01,0.00,,1,1,0
101123.43+134641.6,152.84766,13.77825,5081,0.016949,75.0153,16.895786,-17.47996325,-,,16.908342,16.549189,16.377554,-17.46740725,0.012556,,,SDSS J101123.43+134641.7,SDSS,152.84766,13.778255,0.0169561002403498,1745,405,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-405.fit,491401731318480896.fit,491401731318480896,n,152.85625,13.78888889,152.8475,13.77833333,48.78446747,5076,,101125.5+134720,101123.4+134642,56( 11),0.47(0.05),6.4,2.17,74.9,8.79,,,,,,,,t491401731318480896_ssub.fits,,,,,,PC,16.955343,16.539186,16.293209,16.908342,10.139165,16.549189,10.392354,16.377554,11.264414,,,,,,,,,,,,,,-0.05,0.01,0.08,,1,1,0
100105.15+145651.4,150.27149,14.947636,4755.748421,0.015863599,70.3576,16.804108,-17.43244708,-,,16.804108,16.344246,15.971376,-17.43244708,0,,,,SDSS,150.27149,14.947636,0.015863599255681,2586,330,http://das.sdss.org/spectro/1d_26/2586/1d/spSpec-54169-2586-330.fit,728126945241333760.fit,728126945241333760,n,150.2741667,14.94666667,150.27125,14.94777778,10.90483194,4745,,100105.8+145648,100105.1+145652,168(  2),2.32(0.07),17.8,2.24,70.3,9.43,,,,,,,,t728126945241333760_ssub.fits,,,,,,PC,16.870028,16.376637,15.891434,16.804108,6.361607,16.344246,6.306795,15.971376,5.839633,,,,,,,,,,,,,,-0.07,-0.03,0.08,,1,1,0
104753.93+105352.1,161.97471,10.89781,2797,0.00933,43.8457,15.752295,-17.45734004,-,,15.779044,15.455498,15.836812,-17.43059104,0.026749,,,CGCG 066-017,SDSS,161.97471,10.897806,0.00931795965880156,1601,95,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-095.fit,450869565300146176.fit,450869565300146176,n,161.9720833,10.9,161.9745833,10.89777778,11.92074931,2799,066-017,104753.3+105400,104753.9+105352,107(  4),3.52(0.07),28.4,2.24,42.7,9.18,,,,,,,,t450869565300146176_ssub.fits,,,,,,PC,15.472673,15.110671,15.105052,15.779044,27.924007,15.455498,27.930246,15.836812,15.745306,,,,,,,,,,,,,,0.31,0.34,0.73,,1,1,0
114555.09+133058.2,176.47955,13.51619,3436,0.01146,53.7631,16.292318,-17.36010351,-,,16.299093,15.619631,15.050563,-17.35332851,0.006775,,,2MASX J11455512+1330580,SDSS,176.47957,13.516261,0.0114375995472074,1608,605,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-605.fit,452839991060463616.fit,452839991060463616,n,,,,,,,,,,,,,,,,,,,,,,,t452839991060463616_ssub.fits,,,,,,PC,16.031334,15.359711,14.755081,16.299093,7.58742,15.619631,7.734708,15.050563,7.200379,,,,,,,,,,,,,,0.27,0.26,0.30,,1,1,0
095140.50+140216.0,147.91875,14.03778,2859,0.009537,44.261,15.902765,-17.32734111,-,,15.902765,15.577421,15.343616,-17.32734111,0,,,CGCG 063-087,SDSS,147.91882,14.038158,0.00960681028664112,2582,25,http://das.sdss.org/spectro/1d_26/2582/1d/spSpec-54139-2582-025.fit,727000915206209536.fit,727000915206209536,n,147.9154167,14.0375,147.91875,14.03777778,11.68451006,2883,063-087,095139.7+140215,095140.5+140216,129(  6),1.30(0.07),11.3,2.26,44,8.77,,,,,,,,t727000915206209536_ssub.fits,,,,,,PC,15.931033,15.577884,15.260778,15.902765,11.473826,15.577421,11.510196,15.343616,10.365199,,,,,,,,,,,,,,-0.03,0.00,0.08,,1,1,0
112218.55+130354.1,170.57733,13.06505,1569,0.005233,28.5688,14.967432,-17.31202799,-,,14.959578,14.537861,14.388362,-17.31988199,-0.007854,,,IC 2763,SDSS,170.57733,13.06505,0.00522851012647152,1605,569,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-569.fit,451995239561822208.fit,451995239561822208,n,170.57375,13.06416667,170.5775,13.065,13.48841577,1572,I2763,112217.7+130351,112218.6+130354,132(  2),3.23(0.06),32.8,1.91,16.6,8.32,,,,,,,,t451995239561822208_ssub.fits,,,,,,PC,15.038131,14.590938,14.2463,14.959578,25.887695,14.537861,26.065783,14.388362,23.489725,,,,,,,,,,,,,,-0.08,-0.05,0.14,,1,1,0
112814.61+112339.7,172.06089,11.39438,4884,0.01629,73.8593,17.049913,-17.29211294,-,,17.051161,16.647461,16.118561,-17.29086494,0.001248,,,IC 2851,SDSS,172.06089,11.394384,0.0163065996021032,1606,128,http://das.sdss.org/spectro/1d_26/1606/1d/spSpec-53055-1606-128.fit,452276682624073728.fit,452276682624073728,n,172.0541667,11.3925,172.0608333,11.39444444,24.54632455,4884,I2851,112813.0+112333,112814.6+112340,159( 15),1.44(0.09),12,2.14,72.1,9.25,,,,,,,,t452276682624073728_ssub.fits,,,,,,PC,17.045319,16.601028,16.154051,17.051161,9.7956,16.647461,9.319233,16.118561,9.477363,,,,,,,,,,,,,,0.01,0.05,-0.04,,1,1,0
100710.98+123904.8,151.79575,12.65136,2792,0.009313,43.1542,15.91362,-17.26149535,-,,15.897947,15.635966,16.412748,-17.27716835,-0.015673,,,UGC 05454,SDSS,151.79575,12.651358,0.0093047097325325,1745,302,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-302.fit,491401730886467584.fit,491401730886467584,n,151.7966667,12.6475,151.7958333,12.65111111,13.32548006,2790,064-066,100711.2+123851,100711.0+123904,126(  5),4.80(0.07),42.7,2.23,42.6,9.31,,,,,,,,t491401730886467584_ssub.fits,,,,,,PC,15.96255,15.63559,16.199646,15.897947,23.967787,15.635966,43.771122,16.412748,16.091427,15.96255,15.63559,16.145569,15.897947,15.635966,16.412748,0,0,-0.054077,0,0,0,,-0.06,0.00,0.21,,1,0,0
094153.89+113916.3,145.47458,11.65453,5191,0.017314,75.3054,17.12199,-17.2621406,-,,17.109631,16.889038,16.996912,-17.2744996,-0.012359,,,SDSS J094153.90+113916.3,SDSS,145.4746,11.65452,0.0171376001089811,1742,200,http://das.sdss.org/spectro/1d_26/1742/1d/spSpec-53053-1742-200.fit,490557271168778240.fit,490557271168778240,n,,,,,,,,,,,,,,,,,,,,,,,t490557271168778240_ssub.fits,,,,,,PC,17.071589,16.909508,16.714542,17.109631,7.561268,16.889038,7.895186,16.996912,6.771411,,,,,,,,,,,,,,0.04,-0.02,0.28,,1,1,0
113331.46+120814.3,173.38112,12.13732,3313,0.01105,52.0983,16.298321,-17.28579676,-,,16.313791,15.810212,15.738642,-17.27032676,0.01547,,,IC 2929,SDSS,173.38112,12.137324,0.0111167002469301,1606,32,http://das.sdss.org/spectro/1d_26/1606/1d/spSpec-53055-1606-032.fit,452276682221420544.fit,452276682221420544,n,173.3808333,12.1325,173.38125,12.13722222,17.06313492,3198,,113331.4+120757,113331.5+120814,159( 37),1.00(0.08),7.2,2.46,48.2,8.74,,,,,,,,t452276682221420544_ssub.fits,,,,,,PC,16.312681,15.759366,15.391713,16.313791,15.440723,15.810212,15.667173,15.738642,15.094925,,,,,,,,,,,,,,0.00,0.05,0.35,,1,1,0
131258.35+122840.7,198.24314,12.47798,3340,0.011142,53.4556,16.376135,-17.26383104,-,,16.38188,16.092834,15.950894,-17.25808604,0.005745,,,2MASX J13125837+1228409,SDSS,198.24314,12.47798,0.0111434003338218,1697,394,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-394.fit,477891280282583040.fit,477891280282583040,n,,,,,,,,,,,,,,,,,,,,,,,t477891280282583040_ssub.fits,,,,,,PC,16.236324,15.965929,15.907352,16.38188,2.919112,16.092834,3.819124,15.950894,4.440269,,,,,,,,,,,,,,0.15,0.13,0.04,,1,1,0
112156.76+102955.3,170.48653,10.49872,4476,0.01493,68.2393,16.920805,-17.24936782,-,,16.920174,16.688093,16.505573,-17.24999882,-0.000631,,,SDSS J112156.76+102955.3,SDSS,170.48653,10.498704,0.0149467997252941,1222,603,http://das.sdss.org/spectro/1d_26/1222/1d/spSpec-52763-1222-603.fit,344189039429025792.fit,344189039429025792,n,170.4908333,10.49444444,170.4866667,10.49861111,21.03646111,4461,,112157.8+102940,112156.8+102955,91(  5),0.96(0.06),9.6,2.33,66.2,9,,,,,,,,t344189039429025792_ssub.fits,,,,,,PC,16.912298,16.749361,16.579596,16.920174,5.335927,16.688093,5.646839,16.505573,5.657731,,,,,,,,,,,,,,0.01,-0.06,-0.07,,1,1,0
093630.58+153255.5,144.12743,15.548767,4326.329445,0.0144312,63.9345,16.822741,-17.20593537,-,,16.822741,16.318068,16.302977,-17.20593537,0,,,,SDSS,144.12743,15.548767,0.0144311999902129,2581,316,http://das.sdss.org/spectro/1d_26/2581/1d/spSpec-54085-2581-316.fit,726719209521807360.fit,726719209521807360,n,144.13,15.54833333,144.1275,15.54861111,8.728112173,4330,FGC 913,093631.2+153254,093630.6+153255,190(  6),1.70(0.07),13.4,2.05,64.4,9.22,,,,,,,,t726719209521807360_ssub.fits,,,,,,PC,16.727903,16.250246,15.953485,16.822741,17.907557,16.318068,17.955606,16.302977,14.217498,,,,,,,,,,,,,,0.09,0.07,0.35,,1,1,0
094748.16+105212.1,146.95067,10.87005,5123,0.017089,74.8047,17.208105,-17.16153943,-,,17.213982,16.84798,16.557096,-17.15566243,0.005877,,,SDSS J094748.16+105212.1,SDSS,146.95066,10.870046,0.0170243997126818,1306,324,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-324.fit,367833937029890048.fit,367833937029890048,n,,,,,,,,,,,,,,,,,,,,,,,t367833937029890048_ssub.fits,,,,,,PC,17.308815,16.984209,16.710596,17.213982,5.273324,16.84798,6.015164,16.557096,6.686059,,,,,,,,,,,,,,-0.09,-0.14,-0.15,,1,1,0
133812.60+155147.4,204.5525,15.86319,4518,0.01507,71.249,17.145115,-17.11877887,-,,17.145115,16.873255,16.83884,-17.11877887,0,,,AGC 233654,SDSS,204.55251,15.863216,0.0152714001014829,2607,183,http://das.sdss.org/spectro/1d_26/2607/1d/spSpec-54184-2607-183.fit,734037983560204288.fit,734037983560204288,n,204.5508333,15.86583333,204.5525,15.86333333,10.69157554,4518,,133812.2+155157,133812.6+155148,212( 18),1.74(0.09),10.3,2.23,66.9,9.26,,,,,,,,t734037983560204288_ssub.fits,,,,,,PC,17.219501,16.878315,16.699278,17.145115,12.449168,16.873255,12.142735,16.83884,9.719547,,,,,,,,,,,,,,-0.07,-0.01,0.14,,1,1,0
